Strikes,Maturities,Prices
118.8135593,0.416666667,1.940385297
119.8305085,0.416666667,1.787127303
120.8474576,0.416666667,1.610587925
121.8644068,0.416666667,1.459502964
122.8813559,0.416666667,1.334851422
123.8983051,0.416666667,1.183550451
124.9152542,0.416666667,1.102201944
125.9322034,0.416666667,1.008103009
126.9491525,0.416666667,0.88955095
127.9661017,0.416666667,0.791031484
128.9830508,0.416666667,0.708084602
130,0.416666667,0.67827631
70,0.5,32.03585728
71.01694915,0.5,31.08873524
72.03389831,0.5,30.16654579
73.05084746,0.5,29.21140213
74.06779661,0.5,28.31635241
75.08474576,0.5,27.3591557
76.10169492,0.5,26.46035826
77.11864407,0.5,25.56992106
78.13559322,0.5,24.66664896
79.15254237,0.5,23.7851238
80.16949153,0.5,22.92042369
81.18644068,0.5,22.0997288
82.20338983,0.5,21.21930211
83.22033898,0.5,20.39423602
84.23728814,0.5,19.57735963
85.25423729,0.5,18.75818685
86.27118644,0.5,17.96398496
87.28813559,0.5,17.13800631
88.30508475,0.5,16.42255179
89.3220339,0.5,15.68457879
90.33898305,0.5,14.96161011
91.3559322,0.5,14.19521943
92.37288136,0.5,13.56337795
93.38983051,0.5,12.90535846
94.40677966,0.5,12.30138975
95.42372881,0.5,11.59458315
96.44067797,0.5,10.97616071
97.45762712,0.5,10.43834683
98.47457627,0.5,9.867670138
99.49152542,0.5,9.254362262
100.5084746,0.5,8.647346148
101.5254237,0.5,8.215075024
102.5423729,0.5,7.766457264
103.559322,0.5,7.184470895
104.5762712,0.5,6.817583382
105.5932203,0.5,6.330254014
106.6101695,0.5,5.93281624
107.6271186,0.5,5.522248267
108.6440678,0.5,5.216479029
109.6610169,0.5,4.838952246
110.6779661,0.5,4.50742175
111.6949153,0.5,4.220504502
112.7118644,0.5,3.864449012
113.7288136,0.5,3.578867792
114.7457627,0.5,3.40431498
115.7627119,0.5,3.195041786
116.779661,0.5,2.917487415
117.7966102,0.5,2.738494131
118.8135593,0.5,2.470689883
119.8305085,0.5,2.266582007
120.8474576,0.5,2.11609964
121.8644068,0.5,1.923776029
122.8813559,0.5,1.733113315
123.8983051,0.5,1.599022176
124.9152542,0.5,1.48986008
125.9322034,0.5,1.399434931
126.9491525,0.5,1.277673509
127.9661017,0.5,1.172532414
128.9830508,0.5,1.031115507
130,0.5,0.969604668
70,0.583333333,32.42792705
71.01694915,0.583333333,31.52410004
72.03389831,0.583333333,30.59340813
73.05084746,0.583333333,29.66380783
74.06779661,0.583333333,28.75341737
75.08474576,0.583333333,27.87284244
76.10169492,0.583333333,26.9626373
77.11864407,0.583333333,26.07852071
78.13559322,0.583333333,25.22253363
79.15254237,0.583333333,24.38093983
80.16949153,0.583333333,23.47254042
81.18644068,0.583333333,22.64434667
82.20338983,0.583333333,21.83185024
83.22033898,0.583333333,21.00027185
84.23728814,0.583333333,20.19660415
85.25423729,0.583333333,19.39984445
86.27118644,0.583333333,18.60548201
87.28813559,0.583333333,17.85875082
88.30508475,0.583333333,17.10221515
89.3220339,0.583333333,16.38117297
90.33898305,0.583333333,15.69522032
91.3559322,0.583333333,14.98215464
92.37288136,0.583333333,14.29079922
93.38983051,0.583333333,13.69899006
94.40677966,0.583333333,13.00029325
95.42372881,0.583333333,12.38318891
96.44067797,0.583333333,11.7462654
97.45762712,0.583333333,11.16056615
98.47457627,0.583333333,10.60207057
99.49152542,0.583333333,10.07286601
100.5084746,0.583333333,9.520856653
101.5254237,0.583333333,9.011497291
102.5423729,0.583333333,8.546688775
103.559322,0.583333333,8.043812322
104.5762712,0.583333333,7.523439444
105.5932203,0.583333333,7.118709082
106.6101695,0.583333333,6.698463809
107.6271186,0.583333333,6.331753114
108.6440678,0.583333333,5.896608888
109.6610169,0.583333333,5.584210786
110.6779661,0.583333333,5.137919261
111.6949153,0.583333333,4.864974448
112.7118644,0.583333333,4.535009358
113.7288136,0.583333333,4.296518397
114.7457627,0.583333333,3.926808412
115.7627119,0.583333333,3.762505343
116.779661,0.583333333,3.480795296
117.7966102,0.583333333,3.225582313
118.8135593,0.583333333,2.99287484
119.8305085,0.583333333,2.85455833
120.8474576,0.583333333,2.626006719
121.8644068,0.583333333,2.443744044
122.8813559,0.583333333,2.265385895
123.8983051,0.583333333,2.072830355
124.9152542,0.583333333,1.915376486
125.9322034,0.583333333,1.824066353
126.9491525,0.583333333,1.642752033
127.9661017,0.583333333,1.493122356
128.9830508,0.583333333,1.412293284
130,0.583333333,1.296955631
70,0.666666667,32.81943704
71.01694915,0.666666667,31.90280812
72.03389831,0.666666667,30.97887035
73.05084746,0.666666667,30.12752669
74.06779661,0.666666667,29.20538534
75.08474576,0.666666667,28.36591065
76.10169492,0.666666667,27.46002045
77.11864407,0.666666667,26.56782475
78.13559322,0.666666667,25.74678331
79.15254237,0.666666667,24.88926439
80.16949153,0.666666667,24.1046419
81.18644068,0.666666667,23.24775631
82.20338983,0.666666667,22.40987736
83.22033898,0.666666667,21.60994434
84.23728814,0.666666667,20.75573164
85.25423729,0.666666667,20.02554505
86.27118644,0.666666667,19.25396278
87.28813559,0.666666667,18.49573657
88.30508475,0.666666667,17.75076887
89.3220339,0.666666667,16.99545495
90.33898305,0.666666667,16.38358426
91.3559322,0.666666667,15.61772831
92.37288136,0.666666667,15.01188673
93.38983051,0.666666667,14.35386935
94.40677966,0.666666667,13.62635167
95.42372881,0.666666667,13.02422797
96.44067797,0.666666667,12.45642381
97.45762712,0.666666667,11.87834611
98.47457627,0.666666667,11.27130043
99.49152542,0.666666667,10.76993247
100.5084746,0.666666667,10.23616572
101.5254237,0.666666667,9.666743891
102.5423729,0.666666667,9.159613476
103.559322,0.666666667,8.82494948
104.5762712,0.666666667,8.291948675
105.5932203,0.666666667,7.847633777
106.6101695,0.666666667,7.409704766
107.6271186,0.666666667,6.985642276
108.6440678,0.666666667,6.58616895
109.6610169,0.666666667,6.193844377
110.6779661,0.666666667,5.852768502
111.6949153,0.666666667,5.569213891
112.7118644,0.666666667,5.239293003
113.7288136,0.666666667,4.885901716
114.7457627,0.666666667,4.580637505
115.7627119,0.666666667,4.318705082
116.779661,0.666666667,4.034275537
117.7966102,0.666666667,3.739401036
118.8135593,0.666666667,3.588230956
119.8305085,0.666666667,3.382594882
120.8474576,0.666666667,3.043328175
121.8644068,0.666666667,2.896782452
122.8813559,0.666666667,2.724055591
123.8983051,0.666666667,2.508755782
124.9152542,0.666666667,2.362722657
125.9322034,0.666666667,2.158245191
126.9491525,0.666666667,2.024340819
127.9661017,0.666666667,1.893919777
128.9830508,0.666666667,1.753862034
130,0.666666667,1.697634016
70,0.75,33.24158139
71.01694915,0.75,32.36267948
72.03389831,0.75,31.4101557
73.05084746,0.75,30.50432756
74.06779661,0.75,29.66319123
75.08474576,0.75,28.76306442
76.10169492,0.75,27.91315137
77.11864407,0.75,27.08552728
78.13559322,0.75,26.20476601
79.15254237,0.75,25.40943474
80.16949153,0.75,24.54008072
81.18644068,0.75,23.73436062
82.20338983,0.75,22.92680915
83.22033898,0.75,22.15778981
84.23728814,0.75,21.36125234
85.25423729,0.75,20.59511252
86.27118644,0.75,19.95749317
87.28813559,0.75,19.11058001
88.30508475,0.75,18.42401248
89.3220339,0.75,17.64252558
90.33898305,0.75,17.03117054
91.3559322,0.75,16.32532486
92.37288136,0.75,15.63966242
93.38983051,0.75,15.0386281
94.40677966,0.75,14.39691895
95.42372881,0.75,13.77641716
96.44067797,0.75,13.1858307
97.45762712,0.75,12.51795603
98.47457627,0.75,12.08874153
99.49152542,0.75,11.49221714
100.5084746,0.75,10.95616589
101.5254237,0.75,10.42678961
102.5423729,0.75,9.926281504
103.559322,0.75,9.359935657
104.5762712,0.75,8.99390284
105.5932203,0.75,8.427216802
106.6101695,0.75,8.176748737
107.6271186,0.75,7.658960386
108.6440678,0.75,7.253277422
109.6610169,0.75,6.937793932
110.6779661,0.75,6.533547149
111.6949153,0.75,6.17210162
112.7118644,0.75,5.879574097
113.7288136,0.75,5.521576685
114.7457627,0.75,5.209723459
115.7627119,0.75,4.873545052
116.779661,0.75,4.62112724
117.7966102,0.75,4.390621143
118.8135593,0.75,4.078912018
119.8305085,0.75,3.881786213
120.8474576,0.75,3.596385456
121.8644068,0.75,3.386573305
122.8813559,0.75,3.177385695
123.8983051,0.75,3.020468623
124.9152542,0.75,2.759689224
125.9322034,0.75,2.621721345
126.9491525,0.75,2.467738499
127.9661017,0.75,2.277222382
128.9830508,0.75,2.147900194
130,0.75,2.032333069
70,0.833333333,33.60443144
71.01694915,0.833333333,32.72670641
72.03389831,0.833333333,31.85858881
73.05084746,0.833333333,30.92588597
74.06779661,0.833333333,30.08276632
75.08474576,0.833333333,29.23231111
76.10169492,0.833333333,28.38388202
77.11864407,0.833333333,27.58713626
78.13559322,0.833333333,26.72829027
79.15254237,0.833333333,25.92010616
80.16949153,0.833333333,25.07926139
81.18644068,0.833333333,24.27194149
82.20338983,0.833333333,23.47428474
83.22033898,0.833333333,22.72908189
84.23728814,0.833333333,21.98770164
85.25423729,0.833333333,21.23555259
86.27118644,0.833333333,20.46992698
87.28813559,0.833333333,19.6969068
88.30508475,0.833333333,19.08317976
89.3220339,0.833333333,18.26247455
90.33898305,0.833333333,17.59436099
91.3559322,0.833333333,17.00934305
92.37288136,0.833333333,16.26794129
93.38983051,0.833333333,15.62804801
94.40677966,0.833333333,14.99056993
95.42372881,0.833333333,14.36223175
96.44067797,0.833333333,13.77192071
97.45762712,0.833333333,13.26007573
98.47457627,0.833333333,12.59133781
99.49152542,0.833333333,12.06847735
100.5084746,0.833333333,11.59150103
101.5254237,0.833333333,11.04753881
102.5423729,0.833333333,10.50781614
103.559322,0.833333333,10.09591517
104.5762712,0.833333333,9.576600909
105.5932203,0.833333333,9.066043898
106.6101695,0.833333333,8.683593157
107.6271186,0.833333333,8.264896696
108.6440678,0.833333333,7.831737217
109.6610169,0.833333333,7.471402656
110.6779661,0.833333333,7.007866942
111.6949153,0.833333333,6.727376356
112.7118644,0.833333333,6.394600947
113.7288136,0.833333333,6.038568112
114.7457627,0.833333333,5.84937856
115.7627119,0.833333333,5.475178505
116.779661,0.833333333,5.094131461
117.7966102,0.833333333,4.819434494
118.8135593,0.833333333,4.555612585
119.8305085,0.833333333,4.343600675
120.8474576,0.833333333,4.126649499
121.8644068,0.833333333,3.865750887
122.8813559,0.833333333,3.659179261
123.8983051,0.833333333,3.46032452
124.9152542,0.833333333,3.241263256
125.9322034,0.833333333,3.090240688
126.9491525,0.833333333,2.924368984
127.9661017,0.833333333,2.695616494
128.9830508,0.833333333,2.583090534
130,0.833333333,2.365548001
70,0.916666667,34.01906593
71.01694915,0.916666667,33.14044116
72.03389831,0.916666667,32.27867832
73.05084746,0.916666667,31.38384221
74.06779661,0.916666667,30.53656348
75.08474576,0.916666667,29.69471575
76.10169492,0.916666667,28.83370013
77.11864407,0.916666667,28.02298643
78.13559322,0.916666667,27.1916862
79.15254237,0.916666667,26.37636883
80.16949153,0.916666667,25.58665418
81.18644068,0.916666667,24.79508433
82.20338983,0.916666667,23.95484111
83.22033898,0.916666667,23.27448751
84.23728814,0.916666667,22.49107618
85.25423729,0.916666667,21.68801008
86.27118644,0.916666667,21.00140941
87.28813559,0.916666667,20.27291227
88.30508475,0.916666667,19.53225986
89.3220339,0.916666667,18.92406611
90.33898305,0.916666667,18.20972171
91.3559322,0.916666667,17.5372388
92.37288136,0.916666667,16.93877811
93.38983051,0.916666667,16.1880735
94.40677966,0.916666667,15.56820871
95.42372881,0.916666667,15.00321447
96.44067797,0.916666667,14.39293049
97.45762712,0.916666667,13.76253481
98.47457627,0.916666667,13.34659594
99.49152542,0.916666667,12.76614983
100.5084746,0.916666667,12.20780228
101.5254237,0.916666667,11.64116637
102.5423729,0.916666667,11.25411486
103.559322,0.916666667,10.66634331
104.5762712,0.916666667,10.20933101
105.5932203,0.916666667,9.803803156
106.6101695,0.916666667,9.343067528
107.6271186,0.916666667,8.878481396
108.6440678,0.916666667,8.465260186
109.6610169,0.916666667,8.020729567
110.6779661,0.916666667,7.762709434
111.6949153,0.916666667,7.431926563
112.7118644,0.916666667,6.881096173
113.7288136,0.916666667,6.624867295
114.7457627,0.916666667,6.310714186
115.7627119,0.916666667,5.988888766
116.779661,0.916666667,5.617593318
117.7966102,0.916666667,5.360901225
118.8135593,0.916666667,5.098771108
119.8305085,0.916666667,4.811289345
120.8474576,0.916666667,4.549074915
121.8644068,0.916666667,4.319144838
122.8813559,0.916666667,4.12684081
123.8983051,0.916666667,3.875030135
124.9152542,0.916666667,3.685493283
125.9322034,0.916666667,3.483736908
126.9491525,0.916666667,3.315386349
127.9661017,0.916666667,3.139382208
128.9830508,0.916666667,2.960105205
130,0.916666667,2.760031716
70,1,34.40427666
71.01694915,1,33.52076852
72.03389831,1,32.658095
73.05084746,1,31.82477441
74.06779661,1,30.90838435
75.08474576,1,30.13672108
76.10169492,1,29.34781653
77.11864407,1,28.46791616
78.13559322,1,27.6433971
79.15254237,1,26.91992562
80.16949153,1,26.10093174
81.18644068,1,25.28063518
82.20338983,1,24.50894778
83.22033898,1,23.75461489
84.23728814,1,23.01546592
85.25423729,1,22.25158534
86.27118644,1,21.53040462
87.28813559,1,20.82220506
88.30508475,1,20.16135761
89.3220339,1,19.3928341
90.33898305,1,18.84901291
91.3559322,1,18.17549526
92.37288136,1,17.49362549
93.38983051,1,16.90493004
94.40677966,1,16.26910476
95.42372881,1,15.66954561
96.44067797,1,15.04701523
97.45762712,1,14.36662221
98.47457627,1,13.85890286
99.49152542,1,13.27986272
100.5084746,1,12.84824238
101.5254237,1,12.39057144
102.5423729,1,11.81484341
103.559322,1,11.32831306
104.5762712,1,10.88942864
105.5932203,1,10.37525956
106.6101695,1,9.91500731
107.6271186,1,9.428381097
108.6440678,1,9.055525992
109.6610169,1,8.703761022
110.6779661,1,8.319047049
111.6949153,1,7.846471859
112.7118644,1,7.444834629
113.7288136,1,7.167613665
114.7457627,1,6.854772659
115.7627119,1,6.571613009
116.779661,1,6.207182827
117.7966102,1,5.933189695
118.8135593,1,5.601268002
119.8305085,1,5.290013268
120.8474576,1,5.072912288
121.8644068,1,4.852852754
122.8813559,1,4.476705998
123.8983051,1,4.295867287
124.9152542,1,4.133320675
125.9322034,1,3.865325885
126.9491525,1,3.637848833
127.9661017,1,3.49316903
128.9830508,1,3.345047265
130,1,3.18772094
